id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,trimestre,nota_media_atendimento,qtd_atendimentos,reclamacoes_90d,tempo_medio_resolucao,acessos_app_30d,suitability_pendente
FD00161,8,2025-07-30,2025T3,Varejo,COE,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao,2025Q3,10.0,1.0,0.0,28.5,18.0,0.0
FD00162,534,2025-08-24,2025T3,Alta Renda,CDB,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido,2025Q3,,0.0,0.0,17.25,15.0,0.0
FD00163,58,2025-09-22,2025T3,Private,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,10.299999999999999,14.0,0.0
FD00164,195,2025-03-09,2025T3,Alta Renda,CDB,Central de Atendimento,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q3,8.0,1.0,0.0,,0.0,0.0
FD00165,254,2025-07-16,2025T3,Alta Renda,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,2025Q3,8.0,1.0,0.0,12.175,36.0,0.0
FD00166,313,2025-09-23,2025T3,Private,CDB,App,6-24 meses,9,Atendimento claro e rapido,2025Q3,9.0,1.0,0.0,7.1,12.0,1.0
FD00167,203,2025-09-20,2025T3,Private,Tesouro Direto,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,13.75,11.0,0.0
FD00168,262,2025-08-18,2025T3,Novo Investidor,Tesouro Direto,Central de Atendimento,0-6 meses,3,Demora para resolver meu problema,2025Q3,,0.0,0.0,30.5,6.0,0.0
FD00169,358,2025-09-18,2025T3,Varejo,Tesouro Direto,Assessoria,6-24 meses,6,Aplicativo travou durante consulta,2025Q3,,0.0,0.0,10.5,4.0,0.0
FD00170,261,2025-09-16,2025T3,Varejo,Tesouro Direto,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q3,10.0,1.0,0.0,,0.0,0.0
FD00171,535,2025-07-14,2025T3,Varejo,Carteira Administrada,App,0-6 meses,6,Aplicativo travou durante consulta,2025Q3,,0.0,0.0,,0.0,0.0
FD00172,8,2025-07-13,2025T3,Varejo,Carteira Administrada,App,6-24 meses,6,Nao ficou claro o risco do produto,2025Q3,10.0,1.0,0.0,28.5,18.0,0.0
FD00173,515,2025-01-08,2025T3,Private,CDB,App,0-6 meses,5,Informacoes divergentes sobre o produto,2025Q3,6.0,1.0,0.0,29.35,23.0,0.0
FD00174,97,2025-01-08,2025T3,Alta Renda,COE,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,41.15,12.0,1.0
FD00175,254,2025-10-07,2025T3,Alta Renda,Fundos,App,6-24 meses,10,Atendimento claro e rapido,2025Q3,8.0,1.0,0.0,12.175,36.0,0.0
FD00176,98,2025-09-07,2025T3,Alta Renda,Fundos,Internet Banking,0-6 meses,9,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,46.1,7.0,0.0
FD00177,129,2025-04-07,2025T3,Private,Tesouro Direto,App,2-5 anos,9,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,,0.0,0.0
FD00178,235,2025-07-08,2025T3,Private,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,,0.0,0.0
FD00179,172,2025-09-30,2025T3,Private,Carteira Administrada,App,2-5 anos,9,Consegui acompanhar minha carteira,2025Q3,,0.0,1.0,32.5,6.0,0.0
FD00180,169,2025-07-21,2025T3,Private,Tesouro Direto,Central de Atendimento,0-6 meses,9,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,33.9,7.0,0.0
FD00181,459,2025-09-23,2025T3,Private,Fundos,App,5+ anos,9,Assessoria ajudou na decisao,2025Q3,9.0,1.0,0.0,25.05,13.0,0.0
FD00182,247,2025-08-29,2025T3,Alta Renda,CDB,App,2-5 anos,9,Atendimento claro e rapido,2025Q3,,0.0,0.0,20.4,12.0,0.0
FD00183,86,2025-09-20,2025T3,Alta Renda,CDB,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q3,9.0,1.0,0.0,10.7,7.0,1.0
FD00184,269,2025-02-09,2025T3,Alta Renda,Tesouro Direto,App,2-5 anos,10,Atendimento claro e rapido,2025Q3,,0.0,0.0,16.3,11.0,0.0
FD00185,5,2025-08-27,2025T3,Private,Fundos,App,6-24 meses,10,Consegui acompanhar minha carteira,2025Q3,10.0,1.0,0.0,29.96666666666667,25.0,1.0
FD00186,115,2025-08-18,2025T3,Varejo,Carteira Administrada,App,2-5 anos,10,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,,0.0,0.0
FD00187,133,2025-08-07,2025T3,Private,Tesouro Direto,App,0-6 meses,10,Assessoria ajudou na decisao,2025Q3,10.0,1.0,0.0,32.5,5.0,0.0
FD00188,515,2025-05-07,2025T3,Private,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q3,6.0,1.0,0.0,29.35,23.0,0.0
FD00189,527,2025-07-28,2025T3,Alta Renda,Tesouro Direto,Central de Atendimento,6-24 meses,6,Nao entendi a cobranca,2025Q3,,0.0,0.0,,0.0,0.0
FD00190,103,2025-09-30,2025T3,Alta Renda,Fundos,Assessoria,5+ anos,9,Atendimento claro e rapido,2025Q3,,0.0,1.0,53.9,5.0,0.0
FD00191,128,2025-05-08,2025T3,Varejo,CDB,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,,0.0,0.0
FD00192,31,2025-07-21,2025T3,Varejo,Fundos,App,0-6 meses,10,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,1.0,9.0,0.0
FD00193,522,2025-01-08,2025T3,Alta Renda,CDB,App,2-5 anos,5,Demora para resolver meu problema,2025Q3,,0.0,0.0,10.0,12.0,0.0
FD00194,375,2025-08-28,2025T3,Private,Tesouro Direto,Central de Atendimento,2-5 anos,9,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,26.1,16.0,0.0
FD00195,40,2025-08-20,2025T3,Alta Renda,CDB,App,5+ anos,5,Informacoes divergentes sobre o produto,2025Q3,,0.0,0.0,15.2,12.0,0.0
FD00196,299,2025-08-16,2025T3,Varejo,CDB,Assessoria,6-24 meses,6,Nao entendi a cobranca,2025Q3,6.0,1.0,0.0,10.6,3.0,0.0
FD00197,293,2025-09-13,2025T3,Varejo,Tesouro Direto,Assessoria,6-24 meses,8,Tive duvida sobre rentabilidade,2025Q3,8.0,1.0,0.0,,0.0,0.0
FD00198,218,2025-09-23,2025T3,Varejo,CDB,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples",2025Q3,,0.0,0.0,,0.0,0.0
FD00199,290,2025-12-08,2025T3,Varejo,CDB,App,2-5 anos,8,Aplicativo poderia explicar melhor,2025Q3,,0.0,0.0,15.7,6.0,0.0
FD00200,337,2025-07-25,2025T3,Varejo,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q3,8.0,1.0,1.0,29.2,5.0,0.0
FD00201,129,2025-03-09,2025T3,Private,Tesouro Direto,App,6-24 meses,10,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,,0.0,0.0
FD00202,133,2025-08-15,2025T3,Private,Carteira Administrada,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo,2025Q3,10.0,1.0,0.0,32.5,5.0,0.0
FD00203,369,2025-09-28,2025T3,Private,Tesouro Direto,Assessoria,5+ anos,9,Atendimento claro e rapido,2025Q3,,0.0,0.0,15.350000000000001,14.0,1.0
FD00204,163,2025-07-16,2025T3,Varejo,CDB,Assessoria,0-6 meses,8,Demorou um pouco para encontrar informacoes,2025Q3,,0.0,0.0,16.5,4.0,0.0
FD00205,369,2025-07-20,2025T3,Private,Carteira Administrada,Central de Atendimento,2-5 anos,9,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,15.350000000000001,14.0,1.0
FD00206,216,2025-12-09,2025T3,Private,CDB,Internet Banking,2-5 anos,9,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,,0.0,0.0
FD00207,98,2025-07-14,2025T3,Alta Renda,Carteira Administrada,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q3,,0.0,0.0,46.1,7.0,0.0
FD00208,30,2025-07-30,2025T3,Private,CDB,Internet Banking,5+ anos,10,Assessoria ajudou na decisao,2025Q3,,0.0,0.0,,0.0,0.0
FD00209,180,2025-09-14,2025T3,Private,Carteira Administrada,App,2-5 anos,9,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,48.7,5.0,0.0
FD00210,379,2025-08-24,2025T3,Varejo,Fundos,App,2-5 anos,9,Consegui acompanhar minha carteira,2025Q3,9.0,1.0,0.0,,0.0,0.0
FD00211,263,2025-08-26,2025T3,Private,Tesouro Direto,App,5+ anos,10,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,,0.0,0.0
FD00212,201,2025-08-09,2025T3,Varejo,Tesouro Direto,Internet Banking,5+ anos,7,"Experiencia ok, mas poderia ser mais simples",2025Q3,8.0,1.0,0.0,2.6,4.0,0.0
FD00213,537,2025-10-07,2025T3,Varejo,Fundos,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo,2025Q3,,0.0,0.0,13.6,8.0,1.0
FD00214,354,2025-08-20,2025T3,Private,CDB,Assessoria,5+ anos,10,Consegui acompanhar minha carteira,2025Q3,7.5,2.0,0.0,18.7,8.0,1.0
FD00215,226,2025-08-18,2025T3,Private,Tesouro Direto,Assessoria,6-24 meses,7,"Experiencia ok, mas poderia ser mais simples",2025Q3,,0.0,0.0,10.5,4.0,0.0
FD00216,257,2025-04-08,2025T3,Novo Investidor,Fundos,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q3,10.0,1.0,0.0,,0.0,0.0
FD00217,525,2025-07-31,2025T3,Varejo,Fundos,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q3,8.0,1.0,0.0,,0.0,0.0
FD00218,376,2025-07-07,2025T3,Alta Renda,CDB,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,,0.0,0.0
FD00219,359,2025-09-15,2025T3,Novo Investidor,CDB,App,6-24 meses,7,"Experiencia ok, mas poderia ser mais simples",2025Q3,7.0,1.0,0.0,14.5,14.0,0.0
FD00220,99,2025-07-21,2025T3,Private,Carteira Administrada,,2-5 anos,10,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,26.3,11.0,0.0
FD00221,154,2025-07-20,2025T3,Alta Renda,Tesouro Direto,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,,0.0,0.0
FD00222,222,2025-06-08,2025T3,Varejo,Tesouro Direto,Assessoria,5+ anos,8,"Experiencia ok, mas poderia ser mais simples",2025Q3,,0.0,0.0,38.4,4.0,0.0
FD00223,84,2025-09-27,2025T3,Private,Fundos,App,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,21.7,8.0,0.0
FD00224,446,2025-09-09,2025T3,Novo Investidor,CDB,App,2-5 anos,7,Demorou um pouco para encontrar informacoes,2025Q3,,0.0,0.0,19.1,13.0,0.0
FD00225,296,2025-08-08,2025T3,Alta Renda,COE,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q3,,0.0,0.0,18.9,12.0,1.0
FD00226,478,2025-02-07,2025T3,Alta Renda,CDB,App,2-5 anos,9,Atendimento claro e rapido,2025Q3,,0.0,0.0,,0.0,0.0
FD00227,336,2025-09-14,2025T3,Private,CDB,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q3,,0.0,0.0,21.5,3.0,0.0
FD00228,167,2025-02-09,2025T3,Alta Renda,Carteira Administrada,App,6-24 meses,10,Consegui acompanhar minha carteira,2025Q3,,0.0,0.0,31.7,5.0,0.0
FD00229,39,2025-09-23,2025T3,Varejo,Fundos,Assessoria,2-5 anos,7,"Atendimento resolveu, mas demorou",2025Q3,,0.0,0.0,15.75,12.0,1.0
FD00230,5,2025-01-09,2025T3,Private,CDB,Central de Atendimento,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q3,10.0,1.0,0.0,29.96666666666667,25.0,1.0
FD00231,493,2025-08-11,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,9.0,1.0,0.0,,0.0,0.0
FD00232,299,2025-12-13,2025T4,Varejo,Tesouro Direto,Assessoria,0-6 meses,3,Nao consegui falar com assessor,2025Q4,,0.0,0.0,,0.0,0.0
FD00233,64,2025-10-15,2025T4,Alta Renda,Fundos,App,5+ anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,1.0,29.4,5.0,0.0
FD00234,296,2025-03-10,2025T4,Alta Renda,CDB,Internet Banking,6-24 meses,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00235,281,2025-08-10,2025T4,Novo Investidor,CDB,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q4,8.0,1.0,0.0,15.0,11.0,0.0
FD00236,266,2025-01-11,2025T4,Varejo,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00237,272,2025-10-30,2025T4,Varejo,Tesouro Direto,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,11.2,4.0,0.0
FD00238,245,2025-10-25,2025T4,Private,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,2.0,75.5,15.0,0.0
FD00239,106,2025-12-31,2025T4,Private,Carteira Administrada,App,5+ anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,16.8,8.0,1.0
FD00240,347,2025-11-16,2025T4,Varejo,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,34.5,23.0,0.0
FD00241,148,2025-10-21,2025T4,Alta Renda,CDB,Assessoria,0-6 meses,7,Aplicativo poderia explicar melhor,2025Q4,,0.0,0.0,35.8,11.0,0.0
FD00242,529,2025-12-21,2025T4,Private,Fundos,App,2-5 anos,8,Demorou um pouco para encontrar informacoes,2025Q4,,0.0,0.0,8.6,18.0,1.0
FD00243,332,2025-10-15,2025T4,Varejo,Fundos,,6-24 meses,7,Aplicativo poderia explicar melhor,2025Q4,7.0,1.0,0.0,,0.0,0.0
FD00244,5,2025-11-16,2025T4,Private,Fundos,App,0-6 meses,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00245,250,2025-04-10,2025T4,Varejo,CDB,Assessoria,5+ anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00246,375,2025-10-14,2025T4,Private,Tesouro Direto,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,,0.0,0.0
FD00247,292,2025-06-10,2025T4,Private,Carteira Administrada,App,2-5 anos,8,,2025Q4,,0.0,0.0,40.55,13.0,1.0
FD00248,416,2025-11-12,2025T4,Alta Renda,CDB,App,0-6 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00249,195,2025-10-14,2025T4,Alta Renda,Carteira Administrada,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,22.333333333333332,23.0,0.0
FD00250,434,2025-12-12,2025T4,Private,Carteira Administrada,App,5+ anos,8,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,45.7,11.0,0.0
FD00251,89,2025-10-19,2025T4,Novo Investidor,Fundos,Internet Banking,5+ anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,26.85,12.0,0.0
FD00252,461,2025-03-12,2025T4,Private,Fundos,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,25.9,6.0,1.0
FD00253,300,2025-10-11,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00254,242,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,35.5,4.0,0.0
FD00255,201,2025-12-24,2025T4,Varejo,CDB,App,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,10.0,1.0,0.0,1.0,14.0,0.0
FD00256,124,2025-11-30,2025T4,Private,Carteira Administrada,Internet Banking,0-6 meses,9,Atendimento claro e rapido,2025Q4,9.0,1.0,1.0,41.5,10.0,1.0
FD00257,39,2025-09-11,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00258,444,2025-10-21,2025T4,Alta Renda,Fundos,Internet Banking,2-5 anos,7,Aplicativo poderia explicar melhor,2025Q4,,0.0,0.0,6.199999999999999,12.0,0.0
FD00259,65,2025-10-22,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,23.9,10.0,0.0
FD00260,428,2025-11-12,2025T4,Novo Investidor,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,18.1,13.0,0.0
FD00261,159,2025-08-10,2025T4,Private,CDB,App,6-24 meses,9,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00262,458,2025-11-17,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,26.6,10.0,0.0
FD00263,203,2025-12-11,2025T4,Private,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00264,6,2025-11-23,2025T4,Private,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,9.8,11.0,1.0
FD00265,398,2025-08-11,2025T4,Alta Renda,CDB,,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,17.1,4.0,0.0
FD00266,150,2025-11-14,2025T4,Private,Fundos,App,6-24 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,1.0,42.0,11.0,0.0
FD00267,427,2025-02-11,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,5+ anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00268,513,2025-11-16,2025T4,Novo Investidor,Carteira Administrada,App,0-6 meses,7,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,44.5,5.0,0.0
FD00269,111,2025-12-21,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,14.2,11.0,0.0
FD00270,126,2025-10-11,2025T4,Alta Renda,Fundos,Central de Atendimento,5+ anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,15.3,5.0,0.0
FD00271,544,2025-12-21,2025T4,Varejo,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,18.7,10.0,0.0
FD00272,520,2025-07-11,2025T4,Private,CDB,App,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,27.2,9.0,0.0
FD00273,314,2025-11-24,2025T4,Novo Investidor,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,31.9,11.0,0.0
FD00274,459,2025-07-11,2025T4,Private,CDB,Internet Banking,5+ anos,10,,2025Q4,,0.0,0.0,18.7,3.0,1.0
FD00275,439,2025-10-30,2025T4,Varejo,Tesouro Direto,Internet Banking,6-24 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,24.7,3.0,0.0
FD00276,147,2025-12-14,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,4,Nao ficou claro o risco do produto,2025Q4,3.0,1.0,1.0,43.7,0.0,0.0
FD00277,444,2025-11-25,2025T4,Alta Renda,Fundos,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,6.199999999999999,12.0,0.0
FD00278,221,2025-12-13,2025T4,Varejo,CDB,Assessoria,2-5 anos,4,,2025Q4,3.0,1.0,0.0,,0.0,0.0
FD00279,524,2025-07-11,2025T4,Varejo,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00280,488,2025-11-19,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,31.6,5.0,1.0
FD00281,202,2025-03-12,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00282,411,2025-06-11,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,29.4,4.0,1.0
FD00283,276,2025-12-16,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,8,Tive duvida sobre rentabilidade,2025Q4,9.0,1.0,0.0,20.6,14.0,1.0
FD00284,223,2025-11-18,2025T4,Private,CDB,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,10.0,2.0,0.0,34.25,7.0,0.0
FD00285,291,2025-11-20,2025T4,Private,CDB,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,37.1,6.0,0.0
FD00286,79,2025-01-10,2025T4,Alta Renda,Fundos,App,2-5 anos,7,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,,0.0,0.0
FD00287,125,2025-10-17,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,9,,2025Q4,,0.0,0.0,31.6,0.0,0.0
FD00288,336,2025-08-10,2025T4,Private,Tesouro Direto,Assessoria,0-6 meses,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00289,195,2025-11-10,2025T4,Alta Renda,Fundos,App,6-24 meses,6,Nao entendi a cobranca,2025Q4,,0.0,0.0,22.333333333333332,23.0,0.0
FD00290,393,2025-11-25,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,6.9,6.0,0.0
FD00291,273,2025-11-21,2025T4,Varejo,COE,App,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q4,10.0,1.0,1.0,20.9,14.0,0.0
FD00292,429,2025-10-15,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,11.3,13.0,0.0
FD00293,54,2025-12-31,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,5+ anos,4,Demora para resolver meu problema,2025Q4,,0.0,0.0,41.2,7.0,0.0
FD00294,347,2025-11-14,2025T4,Varejo,Fundos,Central de Atendimento,6-24 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,34.5,23.0,0.0
FD00295,482,2025-10-13,2025T4,Varejo,Carteira Administrada,App,5+ anos,4,Nao ficou claro o risco do produto,2025Q4,,0.0,0.0,,0.0,0.0
FD00296,15,2025-06-12,2025T4,Private,Fundos,Assessoria,2-5 anos,7,Aplicativo poderia explicar melhor,2025Q4,,0.0,0.0,,0.0,0.0
FD00297,335,2025-11-25,2025T4,Private,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,10.0,2.0,0.0,,0.0,0.0
FD00298,4,2025-10-30,2025T4,Varejo,COE,App,0-6 meses,1,Informacoes divergentes sobre o produto,2025Q4,,0.0,0.0,22.5,11.0,0.0
FD00299,259,2025-05-10,2025T4,Varejo,Carteira Administrada,Assessoria,5+ anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00300,347,2025-03-11,2025T4,Varejo,Carteira Administrada,Internet Banking,0-6 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,34.5,23.0,0.0
FD00301,512,2025-11-29,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,22.8,9.0,0.0
FD00302,200,2025-10-17,2025T4,Varejo,CDB,App,2-5 anos,5,Nao consegui falar com assessor,2025Q4,,0.0,2.0,39.4,8.0,0.0
FD00303,200,2025-10-31,2025T4,Varejo,Fundos,App,6-24 meses,9,Consegui acompanhar minha carteira,2025Q4,,0.0,2.0,39.4,8.0,0.0
FD00304,378,2025-11-22,2025T4,Private,Carteira Administrada,Central de Atendimento,5+ anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,15.9,11.0,1.0
FD00305,25,2025-10-25,2025T4,Alta Renda,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00306,278,2025-11-21,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,27.15,11.0,0.0
FD00307,144,2025-10-30,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,23.9,7.0,0.0
FD00308,106,2025-12-21,2025T4,Private,Fundos,App,5+ anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,16.8,8.0,1.0
FD00309,432,2025-10-26,2025T4,Varejo,CDB,App,2-5 anos,9,Atendimento claro e rapido,2025Q4,6.0,1.0,0.0,54.8,8.0,0.0
FD00310,364,2025-11-13,2025T4,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,1.0,46.1,5.0,0.0
FD00311,534,2025-11-13,2025T4,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00312,89,2025-11-20,2025T4,Novo Investidor,COE,App,0-6 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,26.85,12.0,0.0
FD00313,116,2025-10-10,2025T4,Varejo,Tesouro Direto,App,0-6 meses,10,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00314,152,2025-07-12,2025T4,Private,Carteira Administrada,App,2-5 anos,9,Atendimento claro e rapido,2025Q4,9.0,1.0,0.0,,0.0,0.0
FD00315,210,2025-11-17,2025T4,Private,CDB,Assessoria,6-24 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,18.4,4.0,0.0
FD00316,272,2025-10-12,2025T4,Varejo,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,11.2,4.0,0.0
FD00317,424,2025-12-14,2025T4,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00318,278,2025-08-10,2025T4,Varejo,Carteira Administrada,Assessoria,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,27.15,11.0,0.0
FD00319,236,2025-11-23,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,31.200000000000003,8.0,0.0
FD00320,207,2025-11-22,2025T4,Private,CDB,Internet Banking,6-24 meses,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,13.9,4.0,0.0
FD00321,384,2025-10-14,2025T4,Varejo,CDB,App,6-24 meses,9,,2025Q4,8.0,1.0,0.0,,0.0,0.0
FD00322,503,2025-12-11,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Atendimento claro e rapido,2025Q4,9.0,1.0,0.0,13.05,12.0,0.0
